ID,유형,제목(원문),설명(원문),URL,게시일,수정일,진행방식,개방성,모집방식,복잡성수준,양극화수준,방법유형1,방법유형2,방법유형3,상호작용1,상호작용2,상호작용3,목적1,목적2,목적3,제목(한국어-자동),설명(한국어-자동),요약(1문장-자동),워크북_추천사용상황,진행자_한줄팁,태그(필터용)
6507,method,Decision-Focused Public Engagement Table (DPET),"DPET was developed between 2005 and 2009, when the US Centers for Disease Control and Prevention (CDC) and its partners ran nine public engagement projects on influenza vaccine priorities, pandemic planning, and other issues. The model is distinctive in its inclusion of citizens-at-large and key stakeholders.",https://participedia.net/method/6507,2020-05-11,2020-05-24,facetoface,open_to,random,very_high,polarized,deliberative, collaborative,,discussion, ask, teachinginstructing,make, academic,,의사결정 중심의 시민 참여 테이블(DPET),"DPET는 미국 질병통제예방센터(CDC)와 파트너 기관들이 인플루엔자 백신 우선순위, 팬데믹 계획 및 기타 문제에 대한 9개의 대중 참여 프로젝트를 진행했던 2005년에서 2009년 사이에 개발되었습니다. 이 모델은 일반 시민과 주요 이해관계자를 포함한다는 점에서 독특합니다.","DPET는 미국 질병통제예방센터(CDC)와 파트너 기관들이 인플루엔자 백신 우선순위, 팬데믹 계획 및 기타 문제에 대한 9개의 대중 참여 프로젝…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | collaborative | discussion | ask | teachinginstructing | make | academic
6565,method,CommunityRule,"Many communities adopt default governance practices that rely on the unchecked authority of founders, admins, or moderators, lacking even basic features of small-scale democracy. CommunityRule helps communities establish appropriate norms for decision-making, stewardship, and culture.",https://participedia.net/method/6565,2020-05-26,2020-06-29,online,open,,,,internal, deliberative, research,express,,,develop,,,커뮤니티 규칙,"많은 커뮤니티는 설립자, 관리자 또는 운영자의 무제한적인 권한에 의존하는 기본 관리 방식을 채택하고 있으며, 이는 소규모 민주주의의 기본 요소조차 결여하고 있습니다. CommunityRule은 커뮤니티가 의사 결정, 관리 및 문화에 대한 적절한 규범을 수립하도록 지원합니다.","많은 커뮤니티는 설립자, 관리자 또는 운영자의 무제한적인 권한에 의존하는 기본 관리 방식을 채택하고 있으며, 이는 소규모 민주주의의 기본 요소조…",정책/의제 숙의·공론장(민주주의 피트니스),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),internal | deliberative | research | express | develop
6569,method,ParEvo: A free web-assisted participatory scenario planning process,"ParEvo is a collaborative means of developing alternative past histories or futures. Storylines have a tree  structure - some die out, some survive, some of those grow additional branches . Participation is structured but anonymous. Storyline content & participation data can be analysed",https://participedia.net/method/6569,2020-05-29,2022-04-14,both,open_to,,high,moderate,collaborative, deliberative, planning,storytelling, discussion,,develop, academic,,ParEvo: 웹 기반 무료 참여형 시나리오 계획 수립 프로세스,"ParEvo는 대안적인 과거사 또는 미래를 만들어가는 협업 플랫폼입니다. 스토리라인은 트리 구조를 가지며, 일부는 사라지고 일부는 살아남으며, 살아남은 스토리라인 중 일부는 새로운 가지를 뻗어 나갑니다. 참여는 체계적이지만 익명으로 이루어집니다. 스토리라인 콘텐츠 및 참여 데이터는 분석 가능합니다.","ParEvo는 대안적인 과거사 또는 미래를 만들어가는 협업 플랫폼입니다. 스토리라인은 트리 구조를 가지며, 일부는 사라지고 일부는 살아남으며, …",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | deliberative | planning | storytelling | discussion | develop | academic
6579,method,Participatory Technology Assessment,"The participatory technology assessment method involves three the phases of problem framing, ECAST deliberation, and results integration, with the overarching aim of including more diverse perspectives in scientific policy decision-making processes.",https://participedia.net/method/6579,2020-06-03,2021-02-11,facetoface,,,,,deliberative,,,discussion, listenwatch, ask,make, make_influence,,참여형 기술 평가,"참여형 기술 평가 방법은 문제 정의, ECAST 심의, 결과 통합의 세 단계로 구성되며, 궁극적인 목표는 과학 정책 결정 과정에 보다 다양한 관점을 포함시키는 것입니다.","참여형 기술 평가 방법은 문제 정의, ECAST 심의, 결과 통합의 세 단계로 구성되며, 궁극적인 목표는 과학 정책 결정 과정에 보다 다양한 관…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | discussion | listenwatch | ask | make | make_influence
6589,method,Dialogue to Change,A community engagement method to advance deliberative and inclusive democracy. ,https://participedia.net/method/6589,2020-06-09,2020-06-09,facetoface,open_to,,,,deliberative, collaborative, community,discussion,,,develop,,,변화를 위한 대화,숙의적이고 포용적인 민주주의를 발전시키기 위한 지역사회 참여 방법.,숙의적이고 포용적인 민주주의를 발전시키기 위한 지역사회 참여 방법.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | collaborative | community | discussion | develop
6594,method,Vizzata: Online Research Tool,"An online deliberation tool, Vizzata aims to offer a simple and accessible tool for gaining access to public opinion, and encouraging critical thinking among users.",https://participedia.net/method/6594,2020-06-16,2020-06-16,online,open,,moderate,moderate,research, experiential, evaluation,express, ask,,academic,,,Vizzata: 온라인 조사 도구,온라인 토론 도구인 비자타(Vizzata)는 사용자가 여론에 쉽게 접근하고 비판적 사고를 함양할 수 있도록 간편하고 접근성 높은 도구를 제공하는 것을 목표로 합니다.,온라인 토론 도구인 비자타(Vizzata)는 사용자가 여론에 쉽게 접근하고 비판적 사고를 함양할 수 있도록 간편하고 접근성 높은 도구를 제공하는…,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),research | experiential | evaluation | express | ask | academic
6661,method,Up & Go - a platform for fair work and liveable wages,"Up & Go is an online platform which brings together several cooperatively owned cleaning businesses for fair work conditions and liveable wages in a sector usually characterized by informal, precarious, and low-paid work. It is a sharing economy platform owned by its workers. ",https://participedia.net/method/6661,2020-06-24,2025-05-28,both,open,,moderate,low,collaborative,,,express, negotiation, no_interaction,deliver, develop,,업앤고 - 공정한 일자리와 생활임금을 위한 플랫폼,업앤고(Up & Go)는 공정한 근무 조건과 생활 가능한 임금을 제공하기 위해 협동조합 형태로 운영되는 여러 청소업체를 한데 모은 온라인 플랫폼입니다. 청소업계는 일반적으로 비공식적이고 불안정하며 저임금인 경우가 많습니다. 업앤고는 노동자들이 소유하는 공유 경제 플랫폼입니다.,업앤고(Up & Go)는 공정한 근무 조건과 생활 가능한 임금을 제공하기 위해 협동조합 형태로 운영되는 여러 청소업체를 한데 모은 온라인 플랫폼…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | express | negotiation | no_interaction | deliver | develop
6741,method,Capacity Building Workshop,"Capacity building workshops are discussion groups, similar to focus groups and participatory scenario building workshops. They developed out of the basic focus group.",https://participedia.net/method/6741,2020-07-17,2020-08-07,facetoface,,,,,collaborative, community, informal,discussion, express, informal,develop,,,역량 강화 워크숍,역량 강화 워크숍은 포커스 그룹이나 참여형 시나리오 구축 워크숍과 유사한 토론 그룹입니다. 이러한 워크숍은 기본적인 포커스 그룹에서 발전한 것입니다.,역량 강화 워크숍은 포커스 그룹이나 참여형 시나리오 구축 워크숍과 유사한 토론 그룹입니다. 이러한 워크숍은 기본적인 포커스 그룹에서 발전한 것입…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | community | informal | discussion | express | informal | develop
6748,method,Participatory / Collaborative Modelling (PM),"PM is a purposeful learning process that harnesses the knowledge of stakeholders to create formalised and shared representations of complex reality. Participants use modeling practices to collectively describe a problem, analyse solutions and trade-offs and to make decisions.",https://participedia.net/method/6748,2020-07-18,2020-07-28,both,open,not,,,collaborative, deliberative, research,,,,,,,참여형/협력형 모델링(PM),"PM(프로젝트 관리)은 이해관계자들의 지식을 활용하여 복잡한 현실을 공식화하고 공유 가능한 형태로 표현하는 목적 지향적인 학습 과정입니다. 참여자들은 모델링 기법을 사용하여 문제를 공동으로 설명하고, 해결책과 장단점을 분석하며, 의사결정을 내립니다.",PM(프로젝트 관리)은 이해관계자들의 지식을 활용하여 복잡한 현실을 공식화하고 공유 가능한 형태로 표현하는 목적 지향적인 학습 과정입니다. 참여…,정책/의제 숙의·공론장(민주주의 피트니스),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),collaborative | deliberative | research
6762,method,Participatory Development Planning,Participatory Development Planning centers around ensuring that local people are involved in decisions around development and supports development led by local people.,https://participedia.net/method/6762,2020-07-23,2022-07-15,facetoface,limited,,high,,community, collaborative,,discussion, teachinginstructing,,develop, make, make_influence,참여형 개발 계획,참여형 개발 계획은 지역 주민들이 개발 관련 의사 결정에 참여하도록 보장하고 지역 주민 주도의 개발을 지원하는 데 중점을 둡니다.,참여형 개발 계획은 지역 주민들이 개발 관련 의사 결정에 참여하도록 보장하고 지역 주민 주도의 개발을 지원하는 데 중점을 둡니다.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,community | collaborative | discussion | teachinginstructing | develop | make | make_influence
6771,method,Participatory Impact Investing,"Participatory Impact Investing is an approach to financial investment that emphasizes the social or environmental impact of projects invested in, as well as the meaningful participation and voice of the communities involved.",https://participedia.net/method/6771,2020-07-27,2020-08-17,both,limited,not,very_high,,community, collaborative,,negotiation, express, discussion,deliver, make_influence, develop,참여형 임팩트 투자,참여형 임팩트 투자는 투자 대상 프로젝트의 사회적 또는 환경적 영향과 관련 지역 사회의 의미 있는 참여 및 발언권을 강조하는 금융 투자 접근 방식입니다.,참여형 임팩트 투자는 투자 대상 프로젝트의 사회적 또는 환경적 영향과 관련 지역 사회의 의미 있는 참여 및 발언권을 강조하는 금융 투자 접근 방…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,community | collaborative | negotiation | express | discussion | deliver | make_influence | develop
6785,method,Ripple Effect Mapping,"REM enables communities to visually document and assess ""broad or deep changes in group, organization, or community"" after ""in-depth interventions or collaborations."" [1] ",https://participedia.net/method/6785,2020-07-28,2020-08-07,facetoface,,,,,collaborative,,,storytelling, discussion, ask,,,,파급 효과 매핑,"REM은 커뮤니티가 ""심층적인 개입이나 협업"" 후에 ""그룹, 조직 또는 커뮤니티의 광범위하거나 심층적인 변화""를 시각적으로 문서화하고 평가할 수 있도록 합니다.[1]","REM은 커뮤니티가 ""심층적인 개입이나 협업"" 후에 ""그룹, 조직 또는 커뮤니티의 광범위하거나 심층적인 변화""를 시각적으로 문서화하고 평가할 수…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | storytelling | discussion | ask
6836,method,Spark Microgrants,"Spark MicroGrants provide funding for community-driven development. The Spark Approach is based on six key phases: community building, goal setting, proposal development, technical advisor review, implementation, and future envisioning.",https://participedia.net/method/6836,2020-08-10,2020-08-17,facetoface,limited,captive,moderate,low,community,,,discussion, negotiation, ask,deliver, develop,,스파크 마이크로그랜츠,"Spark MicroGrants는 지역사회 주도형 개발을 위한 자금을 지원합니다. Spark 접근 방식은 커뮤니티 구축, 목표 설정, 제안서 개발, 기술 자문 검토, 실행 및 미래 구상이라는 6가지 핵심 단계로 구성됩니다.","Spark MicroGrants는 지역사회 주도형 개발을 위한 자금을 지원합니다. Spark 접근 방식은 커뮤니티 구축, 목표 설정, 제안서 개…",프로젝트 설계/커뮤니티 실험(혼합형),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,community | discussion | negotiation | ask | deliver | develop
6886,method,Planning for Real®,"Planning for Real aims to activate a participatory urban planning process that involves residents, administrations and public bodies, and businesses. The typical and most original element of this method is the presence of the model that reproduces the urban context.",https://participedia.net/method/6886,2020-08-27,2021-01-24,facetoface,open,,moderate,moderate,community,,,informal, discussion, negotiation,develop, make,,실질적인 계획 수립®,"Planning for Real은 주민, 행정기관 및 공공기관, 기업이 참여하는 참여형 도시 계획 프로세스를 활성화하는 것을 목표로 합니다. 이 방법의 가장 대표적이고 독창적인 요소는 도시 환경을 재현하는 모델의 존재입니다.","Planning for Real은 주민, 행정기관 및 공공기관, 기업이 참여하는 참여형 도시 계획 프로세스를 활성화하는 것을 목표로 합니다. 이…",대화·경험학습·관계형 프로그램(자유스콜레),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,community | informal | discussion | negotiation | develop | make
6888,method,Appreciative Inquiry,"The Appreciative Inquiry is a strength-based approach which aims to produce prospects for change to a given situation. Solutions are developed to a specific existing problem, while leaving out analysis of the negative aspects.",https://participedia.net/method/6888,2020-08-27,2021-02-07,facetoface,open,,high,high,collaborative, community, deliberative,discussion,,,make, make_influence, develop,긍정적 탐구,"긍정적 탐구는 주어진 상황의 변화 가능성을 도출하는 것을 목표로 하는 강점 기반 접근 방식입니다. 부정적인 측면에 대한 분석은 제외하고, 특정 현존 문제에 대한 해결책을 개발하는 데 중점을 둡니다.","긍정적 탐구는 주어진 상황의 변화 가능성을 도출하는 것을 목표로 하는 강점 기반 접근 방식입니다. 부정적인 측면에 대한 분석은 제외하고, 특정 …",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | community | deliberative | discussion | make | make_influence | develop
7083,method,Action Research,Action research is a collaborative and participative orientation toward enquiry that links action and ideas with the goal of promoting human flourishing and social change.,https://participedia.net/method/7083,2020-09-30,2021-02-16,both,open,,high,,collaborative, deliberative, research,discussion, storytelling,,,,,액션 리서치,실행 연구는 인간의 번영과 사회 변화를 촉진하는 것을 목표로 행동과 아이디어를 연결하는 협력적이고 참여적인 탐구 방식입니다.,실행 연구는 인간의 번영과 사회 변화를 촉진하는 것을 목표로 행동과 아이디어를 연결하는 협력적이고 참여적인 탐구 방식입니다.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | deliberative | research | discussion | storytelling
7167,method,"Portal dos Conselhos-Web Portal for Municipal Policy Councils in Curitiba, Brazil","Portal dos Conselhos is a web portal that makes available information about all municipal policy and administrative councils. This includes when and where meetings take place, minutes of the meetings, who the councillors are and how to get in touch.",https://participedia.net/method/7167,2020-11-26,2021-01-28,facetoface,open,,,,evaluation,,,,,,,,,Portal dos Conselhos - 브라질 쿠리티바 시 정책 위원회를 위한 웹 포털,"포르탈 도스 콘셀료스(Portal dos Conselhos)는 모든 지방 자치 단체의 정책 및 행정 위원회에 대한 정보를 제공하는 웹 포털입니다. 여기에는 회의 개최 시기 및 장소, 회의록, 위원 명단, 연락처 정보 등이 포함됩니다.",포르탈 도스 콘셀료스(Portal dos Conselhos)는 모든 지방 자치 단체의 정책 및 행정 위원회에 대한 정보를 제공하는 웹 포털입니다…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),evaluation
7172,method,Future Design,"Future Design, a new movement among Japanese researchers, asks the following question: what types of social systems are necessary if we are to leave future generations sustainable natural environments and societies? One such method is using an imaginary future generation.",https://participedia.net/method/7172,2020-12-04,2020-12-05,facetoface,limited,random,high,polarized,deliberative, research, planning,acting, discussion, negotiation,,,,미래 디자인,일본 연구자들 사이에서 새롭게 떠오르는 '퓨처 디자인' 운동은 다음과 같은 질문을 던집니다. 미래 세대에게 지속 가능한 자연 환경과 사회를 물려주려면 어떤 유형의 사회 시스템이 필요할까요? 그 방법 중 하나는 가상의 미래 세대를 활용하는 것입니다.,일본 연구자들 사이에서 새롭게 떠오르는 '퓨처 디자인' 운동은 다음과 같은 질문을 던집니다. 미래 세대에게 지속 가능한 자연 환경과 사회를 물려…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | research | planning | acting | discussion | negotiation
7181,method,Community Questions Guide for Engaging Citizens,Community Questions is designed to help community leader(s) take steps to create spaces where citizens can tackle pressing community concerns.,https://participedia.net/method/7181,2020-12-13,2020-12-13,facetoface,open,,,,community, deliberative,,,,,,,,시민 참여를 위한 커뮤니티 질문 가이드,커뮤니티 질문 코너는 지역 사회 지도자들이 시민들이 시급한 지역 사회 문제를 논의할 수 있는 공간을 마련하는 데 도움을 주기 위해 설계되었습니다.,커뮤니티 질문 코너는 지역 사회 지도자들이 시민들이 시급한 지역 사회 문제를 논의할 수 있는 공간을 마련하는 데 도움을 주기 위해 설계되었습니다…,정책/의제 숙의·공론장(민주주의 피트니스),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),community | deliberative
7285,method,Pirate Care,An online tool for supporting and activating collective processes of learning from practices of self-organisation and the commoning of tools and technologies.,https://participedia.net/method/7285,2020-08-14,2021-03-10,online,open,,,,experiential,,,,,,develop,,,해적 케어,자기조직화 활동과 도구 및 기술 공유를 통해 집단적 학습 과정을 지원하고 활성화하는 온라인 도구입니다.,자기조직화 활동과 도구 및 기술 공유를 통해 집단적 학습 과정을 지원하고 활성화하는 온라인 도구입니다.,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),experiential | develop
7385,method,StemWijzer,Dutch voting advice application. ,https://participedia.net/method/7385,2021-04-16,2025-05-29,online,open,,high,high,informal_participation,,,no_interaction, express,,develop,,,투표 가이드,네덜란드 투표 조언 애플리케이션.,네덜란드 투표 조언 애플리케이션.,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),informal_participation | no_interaction | express | develop
7387,method,vTaiwan,"vTaiwan is an open consultation process, consisting of online and in-person discussions, which brings together experts, government officials, stakeholders, and citizens to create consensus and recommendations for national legislation. ",https://participedia.net/method/7387,2021-04-17,2025-05-27,both,open_to,captive,moderate,polarized,deliberative, participantled, public_meetings,express, ask, discussion,make,,,대만,"vTaiwan은 온라인과 오프라인 토론으로 구성된 공개 협의 과정으로, 전문가, 정부 관계자, 이해관계자 및 시민이 한자리에 모여 국가 법률 제정에 대한 합의와 권고안을 도출합니다.","vTaiwan은 온라인과 오프라인 토론으로 구성된 공개 협의 과정으로, 전문가, 정부 관계자, 이해관계자 및 시민이 한자리에 모여 국가 법률 제…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | participantled | public_meetings | express | ask | discussion | make
7413,method,Community Driven Development,"Community-driven development (CDD) empowers participating citizens and communities to control the development process, resources, and decision-making to address their self-identified needs. The community typically plans and builds a project, going on to monitor its progress.",https://participedia.net/method/7413,2021-05-05,2025-05-27,facetoface,open,,,,community, evaluation,,discussion, express,,develop, deliver,,지역사회 주도 개발,"지역사회 주도 개발(CDD)은 참여하는 시민과 지역사회가 스스로 파악한 필요를 충족하기 위해 개발 과정, 자원 및 의사 결정을 통제할 수 있도록 권한을 부여합니다. 지역사회는 일반적으로 프로젝트를 계획하고 건설하며, 이후 진행 상황을 모니터링합니다.","지역사회 주도 개발(CDD)은 참여하는 시민과 지역사회가 스스로 파악한 필요를 충족하기 위해 개발 과정, 자원 및 의사 결정을 통제할 수 있도록…",프로젝트 설계/커뮤니티 실험(혼합형),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,community | evaluation | discussion | express | develop | deliver
7563,method,Deep Canvassing,Deep canvassing uses long empathic conversations to help shift someone's beliefs. Canvassers use this method to engage voters in a conversation and get them to a mutual understanding by providing alternative perspectives.,https://participedia.net/method/7563,2021-05-31,2025-05-29,facetoface,,,,,informal, community,,,,,,,,심층적인 판촉 활동,심층 유세는 공감적인 장시간 대화를 통해 유권자의 신념을 변화시키는 데 도움을 주는 기법입니다. 유세 담당자들은 이 방법을 사용하여 유권자들과 대화를 나누고 대안적인 관점을 제시함으로써 상호 이해에 도달하도록 유도합니다.,심층 유세는 공감적인 장시간 대화를 통해 유권자의 신념을 변화시키는 데 도움을 주는 기법입니다. 유세 담당자들은 이 방법을 사용하여 유권자들과 …,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),informal | community
7571,method,Electric Vote,Electric Vote is an open source platform for democratic decision-making based on the principles of direct and representative democracy. Users can either vote directly in polls or flexibly cast their votes to other users who best represent their opinions.,https://participedia.net/method/7571,2021-06-02,2021-06-22,online,open,,high,high,direct, research, internal,express, discussion,,make_influence, make, academic,전자투표,"Electric Vote는 직접 민주주의와 대의 민주주의 원칙에 기반한 민주적 의사결정을 위한 오픈 소스 플랫폼입니다. 사용자는 여론조사에 직접 투표하거나, 자신의 의견을 가장 잘 대변하는 다른 사용자에게 유연하게 표를 던질 수 있습니다.",Electric Vote는 직접 민주주의와 대의 민주주의 원칙에 기반한 민주적 의사결정을 위한 오픈 소스 플랫폼입니다. 사용자는 여론조사에 직접…,프로젝트 설계/커뮤니티 실험(혼합형),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,direct | research | internal | express | discussion | make_influence | make | academic
7658,method,VouliWatch,"VouliWatch.gr is a collaborative online platform aimed at bridging the divide between citizens and Greek representatives. It of­fers Greek cit­i­zens the pos­si­bil­ity to publicly ask ques­tions to Greek MP’s and MEP’s, while also crowd­sourc­ing citizen data for legislation.",https://participedia.net/method/7658,2015-01-04,2021-07-30,online,open,,,,evaluation, informal, experiential,ask,,,make, develop,,VouliWatch,"VouliWatch.gr은 시민과 그리스 대표자 간의 소통을 증진하기 위한 협력적인 온라인 플랫폼입니다. 그리스 시민들은 이 플랫폼을 통해 그리스 국회의원과 유럽의회 의원에게 공개적으로 질문할 수 있으며, 동시에 시민 의견을 수렴하여 입법 활동에 활용할 수 있습니다.",VouliWatch.gr은 시민과 그리스 대표자 간의 소통을 증진하기 위한 협력적인 온라인 플랫폼입니다. 그리스 시민들은 이 플랫폼을 통해 그리…,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),evaluation | informal | experiential | ask | make | develop
7659,method,AskThem.io: Open-Source Online Platform to Connect Citizens and Representatives,A project of the Participatory Politics Foundation—a non-profit organization with a mission to increase civic engagement—AskThem.io is an online open-source platform for question-and-answer with U.S. public figures and any verified Twitter accounts.,https://participedia.net/method/7659,2014-04-17,2021-08-21,online,open,,,,evaluation, informal,,ask, informal,,develop, make,,AskThem.io: 시민과 대표자를 연결하는 오픈 소스 온라인 플랫폼,시민 참여 증진을 사명으로 하는 비영리 단체인 참여정치재단(Participatory Politics Foundation)의 프로젝트인 AskThem.io는 미국 공인 및 인증된 트위터 계정과 질문하고 답변할 수 있는 온라인 오픈소스 플랫폼입니다.,시민 참여 증진을 사명으로 하는 비영리 단체인 참여정치재단(Participatory Politics Foundation)의 프로젝트인 AskTh…,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),evaluation | informal | ask | informal | develop | make
7662,method,OpenGovernment.org TEST,"OpenGovernment.org is PPF’s open-source version of OpenCongress for government at any level, initially launched in 2011, to increase civic engagement and government transparency.",https://participedia.net/method/7662,2011-01-23,2021-10-13,online,open,,,,evaluation,,,no_interaction,,,,,,OpenGovernment.org 테스트,"OpenGovernment.org는 PPF가 모든 수준의 정부를 위해 개발한 오픈소스 버전의 OpenCongress로, 시민 참여와 정부 투명성을 높이기 위해 2011년에 처음 출시되었습니다.","OpenGovernment.org는 PPF가 모든 수준의 정부를 위해 개발한 오픈소스 버전의 OpenCongress로, 시민 참여와 정부 투명성…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),evaluation | no_interaction
7669,method,INSPIRED,"Relying on evidence-based policy-making Integrated Support Programme for Inclusive Reform and Democratic Dialogue (INSPIRED) aims to promote transparency and accountability by guiding policy dialogue through three phases: collective assessment, consensus-building, and monitoring.",https://participedia.net/method/7669,2021-08-12,2022-07-15,both,,,,low,deliberative,,,discussion,,,develop, make,,탁월한,"증거 기반 정책 결정에 의존하는 통합 지원 프로그램인 INSPIRED(Integrated Support Programme for Inclusive Reform and Democratic Dialogue)는 집단 평가, 합의 형성, 모니터링의 세 단계를 통해 정책 대화를 이끌어 투명성과 책임성을 증진하는 것을 목표로 합니다.",증거 기반 정책 결정에 의존하는 통합 지원 프로그램인 INSPIRED(Integrated Support Programme for Inclusiv…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | discussion | develop | make
7673,method,Hierarchical Card Sorting (HCS),"A simple card-sorting tool for qualitative research and inquiry, which can also be useful for planning and evaluation. A HCS can help make people’s informal and tacit knowledge more explicit and publicly available, contestable and usable.",https://participedia.net/method/7673,2021-08-20,2025-05-29,both,open,,high,low,research,,,ask, express,,academic,,,계층적 카드 분류(HCS),"질적 연구 및 조사에 유용한 간단한 카드 분류 도구로, 계획 및 평가에도 활용할 수 있습니다. HCS는 사람들의 비공식적이고 암묵적인 지식을 더욱 명확하고 공개적으로 접근 가능하며, 논쟁의 여지가 있고 활용 가능한 형태로 드러내는 데 도움을 줄 수 있습니다.","질적 연구 및 조사에 유용한 간단한 카드 분류 도구로, 계획 및 평가에도 활용할 수 있습니다. HCS는 사람들의 비공식적이고 암묵적인 지식을 더…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),research | ask | express | academic
7708,method,Seattle Democracy Vouchers Program,"Every resident gets 4 ""democracy vouchers,"" each worth $25. Residents can give vouchers to local candidates they support. Candidates redeem them with the government for campaign funds. This diversifies donors, lets more candidates run, and boost engagement and turnout.",https://participedia.net/method/7708,2021-10-10,2025-05-28,both,open_to,,very_high,high,community,,,,,,,,,시애틀 민주주의 바우처 프로그램,"모든 주민에게는 25달러 상당의 ""민주주의 바우처"" 4장이 지급됩니다. 주민들은 자신이 지지하는 지역 후보자에게 바우처를 기부할 수 있으며, 후보자는 정부에 바우처를 제출하여 선거 자금으로 사용할 수 있습니다. 이러한 제도는 기부자층을 다양화하고, 더 많은 후보자가 출마할 수 있도록 하며, 주민 참여도와 투표율을 높이는 데 기여합니다.","모든 주민에게는 25달러 상당의 ""민주주의 바우처"" 4장이 지급됩니다. 주민들은 자신이 지지하는 지역 후보자에게 바우처를 기부할 수 있으며, 후…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),community
7755,method,Palava Hut System,“Palava” is an English-based creole word that translates to “problem” or “issue.” Liberia's Palava Hut System offers a reconciliatory space for healing through community-based interactions in the wake of conflict.,https://participedia.net/method/7755,2021-10-26,2025-05-28,both,open,captive,very_low,moderate,community, deliberative, informal_participation,formal, discussion, ask,,,,팔라바 오두막 시스템,"""팔라바""는 영어에서 유래한 크리올어로 ""문제"" 또는 ""쟁점""을 의미합니다. 라이베리아의 팔라바 오두막 시스템은 분쟁 이후 공동체 기반의 상호작용을 통해 치유와 화해를 도모하는 공간을 제공합니다.","""팔라바""는 영어에서 유래한 크리올어로 ""문제"" 또는 ""쟁점""을 의미합니다. 라이베리아의 팔라바 오두막 시스템은 분쟁 이후 공동체 기반의 상호작…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,community | deliberative | informal_participation | formal | discussion | ask
